epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,163.629,1.05752,1.0073,1.01225,0.80803,0.83356,0.84927,0.48079,1.11066,0.75016,1.04822,0.000968014,0.000968014,0.000968014
15,177.426,1.01968,0.9559,0.99586,0.70281,0.81178,0.80926,0.52992,0.9845,0.72777,1.01159,0.000957015,0.000957015,0.000957015
16,191.351,1.01036,0.94781,0.99076,0.81553,0.80554,0.88413,0.52369,1.01132,0.72325,1.0228,0.000946016,0.000946016,0.000946016
17,204.891,1.00307,0.93852,0.99732,0.91619,0.76271,0.77249,0.50334,1.00712,0.71703,1.01742,0.000935018,0.000935018,0.000935018
18,219.101,1.00575,0.90974,0.99097,0.77197,0.76879,0.80597,0.50354,1.04217,0.73776,1.05841,0.000924019,0.000924019,0.000924019
19,232.238,1.01319,0.89677,1.00184,0.91749,0.81046,0.86313,0.52746,0.98557,0.70233,1.0317,0.00091302,0.00091302,0.00091302
20,248.072,0.97781,0.85393,0.97083,0.90802,0.83,0.87872,0.5352,1.01578,0.70153,1.03939,0.000902021,0.000902021,0.000902021
21,262.368,0.96745,0.87973,0.99106,0.87845,0.82238,0.84998,0.54624,0.96832,0.65906,1.00794,0.000891022,0.000891022,0.000891022
22,276.35,1.00974,0.87118,0.99862,0.87705,0.80938,0.84252,0.55331,0.96516,0.64975,0.99813,0.000880023,0.000880023,0.000880023
23,289.399,0.95507,0.81951,0.9751,0.89947,0.88107,0.93093,0.5803,0.98648,0.63147,1.01917,0.000869024,0.000869024,0.000869024
24,302.789,0.95643,0.80466,0.9655,0.93179,0.89085,0.91026,0.57108,0.98239,0.605,1.02154,0.000858025,0.000858025,0.000858025
25,316.095,0.9311,0.78134,0.95754,0.81376,0.84686,0.86804,0.5538,0.9788,0.65856,1.00195,0.000847026,0.000847026,0.000847026
26,329.287,0.91287,0.7938,0.96569,0.95132,0.81224,0.86917,0.54233,0.96435,0.61615,0.98899,0.000836027,0.000836027,0.000836027
27,343.443,0.90905,0.76624,0.96026,0.96803,0.83922,0.92743,0.56396,0.99292,0.63164,1.00283,0.000825029,0.000825029,0.000825029
28,354.264,0.93912,0.7691,0.96876,0.95374,0.80944,0.83657,0.54797,0.98864,0.63439,1.01582,0.00081403,0.00081403,0.00081403
29,365.11,0.95067,0.79957,0.9733,0.90032,0.80145,0.84382,0.54994,0.94425,0.63052,0.99342,0.000803031,0.000803031,0.000803031
30,376.833,0.90043,0.74855,0.95936,0.92405,0.80736,0.84343,0.54753,1.01332,0.6188,1.01787,0.000792032,0.000792032,0.000792032
31,388.175,0.89473,0.73983,0.95557,0.93641,0.78648,0.85574,0.55861,0.94914,0.57667,1.00921,0.000781033,0.000781033,0.000781033
32,399.609,0.89252,0.74017,0.94936,0.97529,0.81541,0.8769,0.57849,0.93678,0.59298,1.00677,0.000770034,0.000770034,0.000770034
33,410.583,0.90531,0.70725,0.95258,0.87532,0.89444,0.91151,0.58393,0.93979,0.60928,1.00877,0.000759035,0.000759035,0.000759035
34,421.792,0.8699,0.7079,0.9452,0.90672,0.88439,0.88679,0.58676,0.93979,0.60222,1.01336,0.000748036,0.000748036,0.000748036
35,434.006,0.89915,0.70633,0.9555,0.89312,0.88709,0.89357,0.57115,0.93539,0.60602,1.00924,0.000737037,0.000737037,0.000737037
36,444.723,0.88458,0.71833,0.95811,0.93053,0.85058,0.88252,0.56507,0.95889,0.60269,1.00679,0.000726038,0.000726038,0.000726038
37,455.692,0.89523,0.70299,0.95214,0.96554,0.81489,0.86128,0.54243,0.92226,0.61475,0.99241,0.00071504,0.00071504,0.00071504
38,465.142,0.89172,0.68458,0.95717,0.91112,0.8047,0.87797,0.57108,0.91798,0.58794,0.98083,0.000704041,0.000704041,0.000704041
39,474.448,0.84027,0.6555,0.93351,0.91118,0.90131,0.90039,0.59407,0.91685,0.58569,0.98569,0.000693042,0.000693042,0.000693042
40,484.148,0.86328,0.6595,0.94663,0.78511,0.92778,0.90833,0.5863,0.90757,0.58482,0.98368,0.000682043,0.000682043,0.000682043
41,493.703,0.87361,0.65996,0.94602,0.94051,0.80015,0.88467,0.58572,0.94046,0.58829,0.98134,0.000671044,0.000671044,0.000671044
42,505.111,0.86707,0.6515,0.93223,0.96318,0.80481,0.87192,0.56435,0.9117,0.59028,0.98183,0.000660045,0.000660045,0.000660045
43,516.085,0.85475,0.63677,0.93895,0.94816,0.80789,0.85356,0.56799,0.91407,0.55735,0.98826,0.000649046,0.000649046,0.000649046
44,528.514,0.85646,0.65221,0.95039,0.8959,0.81111,0.86642,0.56627,0.94528,0.57167,0.99317,0.000638047,0.000638047,0.000638047
45,539.289,0.8703,0.64311,0.9319,0.97053,0.8,0.85855,0.56749,0.96784,0.57437,0.99696,0.000627048,0.000627048,0.000627048
46,549.893,0.8381,0.62771,0.93375,0.94437,0.79444,0.85349,0.57941,0.9574,0.57982,0.99833,0.000616049,0.000616049,0.000616049
47,560.94,0.81467,0.62639,0.92773,0.9215,0.77485,0.84754,0.55111,0.94267,0.57508,0.9902,0.000605051,0.000605051,0.000605051
48,573.927,0.81643,0.61088,0.9346,0.96717,0.83463,0.88775,0.58438,0.94386,0.5576,1.00086,0.000594052,0.000594052,0.000594052
49,583.026,0.86492,0.62577,0.93171,0.91335,0.79949,0.87078,0.56388,0.96092,0.57784,1.01044,0.000583053,0.000583053,0.000583053
50,592.963,0.82618,0.61275,0.92986,0.92271,0.79891,0.86376,0.57389,0.92689,0.56621,0.99218,0.000572054,0.000572054,0.000572054
51,604.479,0.85839,0.62702,0.94292,0.91329,0.80404,0.86032,0.57276,0.922,0.57782,0.9877,0.000561055,0.000561055,0.000561055
52,616.412,0.8445,0.61111,0.93393,0.9162,0.80069,0.85288,0.55909,0.95075,0.56346,0.9967,0.000550056,0.000550056,0.000550056
53,628.649,0.80277,0.58244,0.91192,0.91361,0.79951,0.87509,0.55947,0.94737,0.52799,1.01132,0.000539057,0.000539057,0.000539057
54,639.349,0.80817,0.59037,0.92957,0.94057,0.79916,0.89846,0.59763,0.91721,0.54618,0.9966,0.000528058,0.000528058,0.000528058
55,649.615,0.79828,0.58077,0.91092,0.93496,0.8595,0.92239,0.60833,0.9295,0.54746,0.99445,0.000517059,0.000517059,0.000517059
56,661.313,0.79486,0.5619,0.90971,0.93202,0.90286,0.93043,0.63017,0.87526,0.51945,0.98151,0.00050606,0.00050606,0.00050606
57,672.495,0.79584,0.56985,0.91469,0.89931,0.90714,0.92561,0.61596,0.9204,0.54543,0.9921,0.000495062,0.000495062,0.000495062
58,683.563,0.76181,0.55282,0.90429,0.9202,0.86756,0.90965,0.60083,0.91388,0.54684,0.98889,0.000484063,0.000484063,0.000484063
59,696.71,0.75904,0.55756,0.90735,0.95217,0.86334,0.90392,0.60137,0.90014,0.55462,0.98349,0.000473064,0.000473064,0.000473064
60,708.802,0.76918,0.55622,0.92705,0.97741,0.8445,0.90746,0.59757,0.90784,0.53567,0.98737,0.000462065,0.000462065,0.000462065
61,720.754,0.79545,0.57303,0.91561,0.97217,0.85933,0.9102,0.59585,0.95932,0.53117,0.9978,0.000451066,0.000451066,0.000451066
62,732.854,0.79573,0.56412,0.90988,0.9825,0.83381,0.90475,0.59929,0.92085,0.52295,0.99557,0.000440067,0.000440067,0.000440067
63,744.051,0.7692,0.55248,0.90504,0.9393,0.81961,0.88817,0.58748,0.92912,0.52391,1.01258,0.000429068,0.000429068,0.000429068
64,755.417,0.77271,0.56092,0.9204,0.92518,0.78157,0.87804,0.57914,0.91577,0.52885,1.00479,0.000418069,0.000418069,0.000418069
65,765.611,0.78304,0.54312,0.91265,0.95002,0.80355,0.88006,0.5717,0.96823,0.53141,0.99953,0.00040707,0.00040707,0.00040707
66,775.038,0.77471,0.5403,0.91163,0.92419,0.78889,0.85441,0.58401,0.89801,0.52518,0.98696,0.000396071,0.000396071,0.000396071
67,785.608,0.78818,0.53824,0.92435,0.93991,0.80179,0.87408,0.57759,0.90408,0.5199,0.98807,0.000385073,0.000385073,0.000385073
68,796.851,0.76629,0.53354,0.89474,0.94976,0.8028,0.86906,0.57255,0.929,0.54117,0.99173,0.000374074,0.000374074,0.000374074
69,808.074,0.78417,0.53302,0.90654,0.94512,0.81111,0.88512,0.5888,0.91094,0.53955,0.98958,0.000363075,0.000363075,0.000363075
70,820.41,0.77236,0.53875,0.90696,0.91607,0.80015,0.91131,0.58838,0.96605,0.53162,1.00501,0.000352076,0.000352076,0.000352076
71,831.479,0.75336,0.52332,0.8928,0.79572,0.86667,0.88883,0.59359,0.89469,0.50749,0.989,0.000341077,0.000341077,0.000341077
72,840.881,0.78136,0.54668,0.92101,0.91109,0.78584,0.8887,0.58801,0.9289,0.52003,0.99503,0.000330078,0.000330078,0.000330078
73,850.408,0.74031,0.51802,0.8949,0.94427,0.80894,0.87817,0.59421,0.89201,0.51845,0.98481,0.000319079,0.000319079,0.000319079
