epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,181.24,0.43119,0.44918,0.58897,0.89648,0,0.97748,1,0.98854,0.9669,0.97748,1,0.98854,0.98854,0.36544,0.31053,0.53971,0.91845,0,0.0017525,0.0017525,0.0017525
12,192.574,0.40648,0.44446,0.5532,0.89066,0,0.97803,1,0.98042,0.89135,0.97803,1,0.98042,0.97742,0.30963,0.35228,0.45153,0.90077,0,0.00172775,0.00172775,0.00172775
13,207.433,0.40894,0.42594,0.53382,0.88561,0,0.97806,1,0.97646,0.92693,0.97806,1,0.97646,0.96974,0.36478,0.28335,0.51073,0.92102,0,0.001703,0.001703,0.001703
14,221.601,0.43129,0.4026,0.50865,0.89601,0,0.97772,1,0.98229,0.91567,0.97772,1,0.98229,0.98031,0.34517,0.27804,0.51665,0.91155,0,0.00167825,0.00167825,0.00167825
15,235.84,0.37847,0.40584,0.48134,0.87102,0,0.97762,1,0.97917,0.94723,0.97762,1,0.97917,0.97674,0.30853,0.27192,0.41378,0.89442,0,0.0016535,0.0016535,0.0016535
16,248.965,0.34901,0.38141,0.44188,0.8644,0,0.97788,1,0.97479,0.95952,0.97788,1,0.97479,0.97479,0.24543,0.26063,0.43234,0.88323,0,0.00162875,0.00162875,0.00162875
17,261.847,0.34661,0.35671,0.43626,0.85877,0,0.97806,1,0.98542,0.9613,0.97806,1,0.98542,0.98178,0.24757,0.28236,0.33796,0.88139,0,0.001604,0.001604,0.001604
18,276.366,0.36162,0.38271,0.43198,0.8637,0,0.97811,1,0.98979,0.97457,0.97811,1,0.98979,0.98772,0.26741,0.28074,0.31788,0.88474,0,0.00157925,0.00157925,0.00157925
19,291.13,0.34364,0.36565,0.40754,0.88149,0,0.97808,1,0.98667,0.97222,0.97808,1,0.98667,0.98437,0.23921,0.28853,0.30759,0.88067,0,0.0015545,0.0015545,0.0015545
20,304.832,0.31235,0.3471,0.3805,0.85396,0,0.97808,1,0.98437,0.97053,0.97808,1,0.98437,0.97731,0.20823,0.33483,0.30102,0.87067,0,0.00152975,0.00152975,0.00152975
21,317.751,0.34229,0.39508,0.38255,0.86445,0,0.97811,1,0.97562,0.95665,0.97811,1,0.97562,0.96904,0.26119,0.26992,0.36507,0.89251,0,0.001505,0.001505,0.001505
22,329.666,0.34169,0.36208,0.38529,0.86129,0,0.97811,1,0.98083,0.96351,0.97811,1,0.98083,0.98083,0.22621,0.26155,0.28782,0.87392,0,0.00148025,0.00148025,0.00148025
23,342.579,0.31635,0.31422,0.36974,0.85582,0,0.97798,1,0.98354,0.97378,0.97798,1,0.98354,0.98354,0.26016,0.26308,0.35797,0.88165,0,0.0014555,0.0014555,0.0014555
24,356.421,0.33241,0.3601,0.36793,0.85973,0,0.97804,1,0.97875,0.96091,0.97804,1,0.97875,0.97875,0.24419,0.2552,0.32115,0.87606,0,0.00143075,0.00143075,0.00143075
25,370.806,0.33065,0.34721,0.35941,0.86877,0,0.97799,1,0.98583,0.94625,0.97799,1,0.98583,0.98583,0.26263,0.26376,0.26893,0.8864,0,0.001406,0.001406,0.001406
26,384.092,0.32868,0.34728,0.38334,0.85967,0,0.9779,1,0.97917,0.9676,0.9779,1,0.97917,0.97917,0.23612,0.25572,0.30948,0.87789,0,0.00138125,0.00138125,0.00138125
27,396.665,0.30846,0.32962,0.34219,0.84565,0,0.97798,1,0.97427,0.94403,0.97798,1,0.97427,0.97427,0.23814,0.27011,0.29924,0.87841,0,0.0013565,0.0013565,0.0013565
28,409.287,0.29894,0.31631,0.33065,0.85535,0,0.97804,1,0.97646,0.95806,0.97804,1,0.97646,0.97646,0.22466,0.2633,0.30028,0.87842,0,0.00133175,0.00133175,0.00133175
29,422.214,0.31334,0.34392,0.3231,0.86728,0,0.97791,1,0.97604,0.95451,0.97791,1,0.97604,0.97604,0.21678,0.25892,0.24598,0.87217,0,0.001307,0.001307,0.001307
30,434.768,0.31361,0.33752,0.3225,0.84536,0,0.97785,1,0.97521,0.9655,0.97785,1,0.97521,0.97521,0.22712,0.25491,0.26714,0.87709,0,0.00128225,0.00128225,0.00128225
31,448.404,0.30198,0.3479,0.31782,0.86039,0,0.97803,1,0.97729,0.96156,0.97803,1,0.97729,0.97422,0.25388,0.25188,0.26316,0.88847,0,0.0012575,0.0012575,0.0012575
32,462.199,0.29407,0.31483,0.29969,0.84078,0,0.97809,1,0.97604,0.96563,0.97809,1,0.97604,0.9733,0.20178,0.24986,0.25524,0.86851,0,0.00123275,0.00123275,0.00123275
33,475.423,0.29587,0.34208,0.29595,0.84977,0,0.9781,1,0.98437,0.9712,0.9781,1,0.98437,0.98437,0.19554,0.23677,0.21459,0.86684,0,0.001208,0.001208,0.001208
34,488.029,0.3085,0.33769,0.30445,0.85713,0,0.97811,1,0.98354,0.97896,0.97811,1,0.98354,0.97898,0.18948,0.23876,0.2096,0.86095,0,0.00118325,0.00118325,0.00118325
35,501.287,0.27489,0.31086,0.28226,0.85448,0,0.97811,1,0.98792,0.96597,0.97811,1,0.98792,0.98792,0.24497,0.23901,0.23046,0.87339,0,0.0011585,0.0011585,0.0011585
36,515.57,0.28531,0.30541,0.27704,0.85467,0,0.97798,1,0.97958,0.96869,0.97798,1,0.97958,0.97958,0.21043,0.22474,0.22763,0.87336,0,0.00113375,0.00113375,0.00113375
37,528.908,0.28955,0.30753,0.2751,0.84466,0,0.97795,1,0.98146,0.97669,0.97795,1,0.98146,0.98146,0.23048,0.23031,0.21363,0.87192,0,0.001109,0.001109,0.001109
38,541.147,0.29745,0.32326,0.27189,0.85174,0,0.97806,1,0.97604,0.96592,0.97806,1,0.97604,0.97604,0.2771,0.24061,0.28203,0.8755,0,0.00108425,0.00108425,0.00108425
39,554.404,0.27071,0.2843,0.26111,0.8496,0,0.97806,1,0.97604,0.95508,0.97806,1,0.97604,0.97604,0.217,0.23328,0.2358,0.86782,0,0.0010595,0.0010595,0.0010595
40,567.127,0.27974,0.3441,0.27156,0.83922,0,0.97809,1,0.97646,0.96747,0.97809,1,0.97646,0.97646,0.23451,0.2348,0.20278,0.87617,0,0.00103475,0.00103475,0.00103475
41,581.304,0.28317,0.31699,0.26721,0.84852,0,0.9781,1,0.97917,0.96697,0.9781,1,0.97917,0.97917,0.19725,0.26565,0.2149,0.86766,0,0.00101,0.00101,0.00101
42,594.334,0.27178,0.31211,0.26976,0.84551,0,0.9781,1,0.97646,0.96302,0.9781,1,0.97646,0.97373,0.17945,0.22964,0.19829,0.86504,0,0.00098525,0.00098525,0.00098525
43,608.434,0.26806,0.30726,0.26128,0.8509,0,0.97811,1,0.97646,0.96965,0.97811,1,0.97646,0.97373,0.20005,0.23691,0.24246,0.86715,0,0.0009605,0.0009605,0.0009605
44,620.229,0.27237,0.32439,0.26649,0.83552,0,0.97807,1,0.98896,0.96288,0.97807,1,0.98896,0.98614,0.20742,0.2373,0.23388,0.87343,0,0.00093575,0.00093575,0.00093575
45,633.206,0.26467,0.33095,0.25561,0.84556,0,0.97808,1,0.98354,0.96337,0.97808,1,0.98354,0.9796,0.22407,0.24061,0.17844,0.87548,0,0.000911,0.000911,0.000911
46,646.529,0.26994,0.31094,0.25155,0.83182,0,0.97807,1,0.98312,0.97065,0.97807,1,0.98312,0.98006,0.19044,0.24211,0.23008,0.86652,0,0.00088625,0.00088625,0.00088625
47,659.46,0.2704,0.30945,0.25257,0.85838,0,0.97809,1,0.985,0.97111,0.97809,1,0.985,0.985,0.21098,0.23148,0.20458,0.87088,0,0.0008615,0.0008615,0.0008615
48,671.264,0.26214,0.2889,0.24593,0.84412,0,0.97809,1,0.98354,0.96964,0.97809,1,0.98354,0.98095,0.22453,0.26921,0.28739,0.8754,0,0.00083675,0.00083675,0.00083675
49,685.738,0.27025,0.31737,0.2505,0.84574,0,0.97811,1,0.98229,0.97276,0.97811,1,0.98229,0.98229,0.19847,0.24268,0.21977,0.86561,0,0.000812,0.000812,0.000812
50,697.775,0.254,0.26539,0.24127,0.84459,0,0.97809,1,0.97875,0.9647,0.97809,1,0.97875,0.97875,0.18319,0.23351,0.22659,0.86531,0,0.00078725,0.00078725,0.00078725
51,710.658,0.25134,0.28945,0.23848,0.84073,0,0.97807,1,0.99146,0.97394,0.97807,1,0.99146,0.99146,0.21043,0.23103,0.22874,0.87134,0,0.0007625,0.0007625,0.0007625
52,722.227,0.25163,0.29596,0.24227,0.83954,0,0.97806,1,0.9875,0.98492,0.97806,1,0.9875,0.9875,0.17681,0.25445,0.19315,0.86255,0,0.00073775,0.00073775,0.00073775
53,734.752,0.25301,0.282,0.22714,0.83523,0,0.97803,1,0.97792,0.97171,0.97803,1,0.97792,0.97792,0.19095,0.24057,0.19881,0.86511,0,0.000713,0.000713,0.000713
54,749.503,0.25658,0.30077,0.23435,0.83794,0,0.9781,1,0.97792,0.96863,0.9781,1,0.97792,0.97792,0.19442,0.23852,0.19001,0.86701,0,0.00068825,0.00068825,0.00068825
55,764.004,0.23705,0.29618,0.22592,0.83909,0,0.97811,1,0.98271,0.9735,0.97811,1,0.98271,0.98271,0.19502,0.24116,0.19608,0.86534,0,0.0006635,0.0006635,0.0006635
56,778.008,0.22661,0.26196,0.22494,0.82017,0,0.97811,1,0.97479,0.96468,0.97811,1,0.97479,0.97262,0.16602,0.22807,0.18642,0.86246,0,0.00063875,0.00063875,0.00063875
57,790.844,0.22809,0.27958,0.21693,0.83804,0,0.97811,1,0.97562,0.96508,0.97811,1,0.97562,0.97562,0.1772,0.2172,0.17887,0.86284,0,0.000614,0.000614,0.000614
58,805.188,0.23616,0.28231,0.21568,0.82597,0,0.9781,1,0.97646,0.96875,0.9781,1,0.97646,0.97646,0.188,0.22676,0.18734,0.86576,0,0.00058925,0.00058925,0.00058925
59,816.406,0.22524,0.27026,0.20999,0.83923,0,0.97811,1,0.98187,0.96928,0.97811,1,0.98187,0.98187,0.17336,0.23406,0.20669,0.86437,0,0.0005645,0.0005645,0.0005645
60,830.156,0.2237,0.27913,0.21148,0.82848,0,0.97811,1,0.97958,0.96421,0.97811,1,0.97958,0.97958,0.17769,0.22898,0.21189,0.86455,0,0.00053975,0.00053975,0.00053975
61,842.64,0.2322,0.30465,0.20952,0.83729,0,0.97811,1,0.97562,0.95806,0.97811,1,0.97562,0.97562,0.17359,0.22582,0.20084,0.86287,0,0.000515,0.000515,0.000515
62,854.23,0.22494,0.29265,0.2099,0.85131,0,0.97813,1,0.97604,0.96485,0.97813,1,0.97604,0.97604,0.16302,0.22479,0.18438,0.8608,0,0.00049025,0.00049025,0.00049025
63,868.532,0.21697,0.28083,0.20396,0.83514,0,0.97811,1,0.97792,0.96783,0.97811,1,0.97792,0.97792,0.17177,0.22531,0.18504,0.86406,0,0.0004655,0.0004655,0.0004655
64,885.112,0.23235,0.28077,0.21232,0.8415,0,0.97812,1,0.97427,0.96361,0.97812,1,0.97427,0.97176,0.15239,0.2331,0.18438,0.86117,0,0.00044075,0.00044075,0.00044075
65,898.671,0.21096,0.27085,0.20014,0.82315,0,0.97812,1,0.97875,0.96891,0.97812,1,0.97875,0.97875,0.14897,0.22586,0.17549,0.85946,0,0.000416,0.000416,0.000416
66,912.425,0.20458,0.26063,0.18668,0.83148,0,0.97811,1,0.97917,0.96841,0.97811,1,0.97917,0.97917,0.16802,0.22482,0.15746,0.86147,0,0.00039125,0.00039125,0.00039125
67,926.245,0.22161,0.26071,0.2093,0.85023,0,0.97811,1,0.97729,0.96697,0.97811,1,0.97729,0.97729,0.17637,0.22141,0.15882,0.86338,0,0.0003665,0.0003665,0.0003665
68,937.434,0.21264,0.24964,0.18817,0.82933,0,0.97811,1,0.97833,0.96808,0.97811,1,0.97833,0.97833,0.16415,0.22606,0.16254,0.86351,0,0.00034175,0.00034175,0.00034175
69,952.103,0.21819,0.26561,0.20386,0.82674,0,0.97812,1,0.97687,0.97244,0.97812,1,0.97687,0.97687,0.15648,0.22449,0.19045,0.85935,0,0.000317,0.000317,0.000317
70,964.438,0.21327,0.26024,0.19867,0.84272,0,0.9781,1,0.97604,0.9678,0.9781,1,0.97604,0.97604,0.16228,0.22127,0.1911,0.85966,0,0.00029225,0.00029225,0.00029225
71,978.339,0.1477,0.20572,0.19377,0.77682,0,0.97811,1,0.97479,0.96203,0.97811,1,0.97479,0.97479,0.16496,0.22266,0.21077,0.85907,0,0.0002675,0.0002675,0.0002675
72,990.858,0.14586,0.20017,0.18066,0.76572,0,0.9781,1,0.97604,0.96174,0.9781,1,0.97604,0.97604,0.14862,0.2275,0.16778,0.85828,0,0.00024275,0.00024275,0.00024275
73,1002.71,0.14274,0.20109,0.177,0.7652,0,0.9781,1,0.97875,0.97082,0.9781,1,0.97875,0.97875,0.14802,0.21914,0.16686,0.85925,0,0.000218,0.000218,0.000218
74,1014.57,0.15035,0.19601,0.1771,0.78258,0,0.9781,1,0.97917,0.97229,0.9781,1,0.97917,0.97917,0.16277,0.21774,0.17202,0.86289,0,0.00019325,0.00019325,0.00019325
75,1027.38,0.14617,0.19527,0.16737,0.76066,0,0.9781,1,0.985,0.97713,0.9781,1,0.985,0.985,0.16311,0.21957,0.19609,0.86172,0,0.0001685,0.0001685,0.0001685
76,1041.36,0.13736,0.19244,0.16484,0.76684,0,0.9781,1,0.98229,0.97257,0.9781,1,0.98229,0.98229,0.15517,0.21876,0.18493,0.86038,0,0.00014375,0.00014375,0.00014375
77,1052.97,0.14093,0.19641,0.16324,0.78406,0,0.97812,1,0.98,0.97065,0.97812,1,0.98,0.98,0.1535,0.22021,0.13409,0.85853,0,0.000119,0.000119,0.000119
78,1064.94,0.1367,0.19447,0.15788,0.7734,0,0.97811,1,0.97729,0.97,0.97811,1,0.97729,0.97729,0.15636,0.22202,0.14807,0.86035,0,9.425e-05,9.425e-05,9.425e-05
79,1078.72,0.13599,0.19281,0.15883,0.76382,0,0.97812,1,0.97917,0.9724,0.97812,1,0.97917,0.97917,0.15123,0.21729,0.17234,0.85897,0,6.95e-05,6.95e-05,6.95e-05
80,1091.26,0.13296,0.19156,0.15601,0.7731,0,0.97811,1,0.97833,0.97,0.97811,1,0.97833,0.97833,0.1486,0.2166,0.15282,0.85798,0,4.475e-05,4.475e-05,4.475e-05
